sensor_id,sensor_status,ts,subject_id
R5,"ON",1542907393578,"203"
R5,"OFF",1542907397140,"203"
R1,"ON",1542907398676,"203"
R1,"OFF",1542907408867,"203"
E1,"ON",1542907427066,"203"
R1,"ON",1542907430759,"203"
R1,"OFF",1542907434052,"203"
R1,"ON",1542907441305,"203"
R1,"OFF",1542907444801,"203"
R7,"ON",1542907460077,"209"
R7,"OFF",1542907466003,"209"
R5,"ON",1542907470688,"209"
R5,"OFF",1542907473713,"209"
E1,"OFF",1542907480064,"203"
R1,"ON",1542907493397,"209"
R1,"OFF",1542907507277,"203"
R2,"ON",1542907515282,"209"
R2,"OFF",1542907518021,"209"
R6,"ON",1542907550540,"209"
R6,"OFF",1542907560314,"209"
P1,"ON",1542907570446,"209"
P1,"OFF",1542907587054,"209"
R6,"ON",1542907595913,"209"
R6,"OFF",1542907600177,"209"
R2,"ON",1542907610280,"203"
P1,"ON",1542907613207,"209"
R2,"OFF",1542907614553,"203"
P1,"OFF",1542907625775,"209"
R7,"ON",1542907626422,"203"
R7,"OFF",1542907636622,"203"
P1,"ON",1542907649401,"209"
P4,"ON",1542907653000,"203"
P1,"OFF",1542907720228,"209"
P2,"ON",1542907732842,"209"
P4,"OFF",1542907734000,"203"
R7,"ON",1542907774957,"203"
R7,"OFF",1542907783095,"203"
P2,"OFF",1542907832219,"209"
