ts_start,ts_end,act
1543847199544,1543847258427,TRANSITION
1543847258455,1543847374436,WATCHING_TV
1543847374456,1543847448652,TRANSITION
1543847448679,1543847474383,EATING
1543847474420,1543847477236,TRANSITION
1543847477266,1543847481889,EATING
1543847481920,1543847489693,TRANSITION
1543847489723,1543847491947,EATING
1543847491975,1543847493748,TRANSITION
1543847493774,1543847497987,EATING
1543847498011,1543847502397,TRANSITION
1543847502424,1543847532031,EATING
1543847532061,1543847538846,TRANSITION
1543847538877,1543847540378,EATING
1543847540409,1543847547256,TRANSITION
1543847547294,1543847550688,EATING
1543847550707,1543847578931,TRANSITION
1543847578976,1543847721475,USING_PC
1543847721505,1543847739106,TRANSITION
