ts_start,ts_end,location
1544019068013,1544019102422,OUT
1544019102437,1544019106614,HALL
1544019100033,1544019102422,OUT
1544019102443,1544019106616,HALL
1544019100028,1544019102403,OUT
1544019102437,1544019106616,HALL
1544019100034,1544019102421,OUT
1544019102440,1544019106626,HALL
1544019100033,1544019102401,OUT
1544019102441,1544019117778,HALL
1544019117797,1544019120148,KITCHEN
1544019120166,1544019281836,DINING_ROOM
1544019281854,1544019283946,KITCHEN
1544019283967,1544019285252,HALL
1544019285271,1544019286872,MEDICINE_AREA
1544019286898,1544019287340,LIVING_ROOM
1544019280770,1544019281836,DINING_ROOM
1544019281866,1544019283939,KITCHEN
1544019283967,1544019285243,HALL
1544019285271,1544019286868,MEDICINE_AREA
1544019286898,1544019287341,LIVING_ROOM
1544019280808,1544019281807,DINING_ROOM
1544019281869,1544019283908,KITCHEN
1544019283968,1544019285240,HALL
1544019285273,1544019286869,MEDICINE_AREA
1544019286936,1544019287341,LIVING_ROOM
1544019280770,1544019281836,DINING_ROOM
1544019281867,1544019283939,KITCHEN
1544019283967,1544019285239,HALL
1544019285272,1544019286868,MEDICINE_AREA
1544019286899,1544019287354,LIVING_ROOM
1544019280773,1544019281808,DINING_ROOM
1544019281854,1544019283946,KITCHEN
1544019283977,1544019285252,HALL
1544019285287,1544019286872,MEDICINE_AREA
1544019286908,1544019664928,LIVING_ROOM
