ts_start,ts_end,act
1544696835378,1544696836501,TRANSITION
1544696836520,1544696860603,ENTERING_HOME
1544696860631,1544696861085,TRANSITION
1544696854854,1544696860603,ENTERING_HOME
1544696860637,1544696861103,TRANSITION
1544696854828,1544696860599,ENTERING_HOME
1544696860632,1544696861103,TRANSITION
1544696854827,1544696860571,ENTERING_HOME
1544696860631,1544696861103,TRANSITION
1544696854826,1544696860570,ENTERING_HOME
1544696860632,1544696968048,TRANSITION
1544696968082,1544697119859,EATING
1544697119874,1544697132826,TRANSITION
1544697132852,1544697485986,WATCHING_TV
