ts_start,ts_end,location
1542985791821,1542985794932,LIVING_ROOM
1542985794945,1542985796492,MEDICINE_AREA
1542985796509,1542985797993,HALL
1542985798007,1542985898259,KITCHEN
1542985898277,1542985898893,HALL
1542985899179,1542985912634,MEDICINE_AREA
1542985912641,1542985915549,HALL
1542985915563,1542985924487,KITCHEN
1542985924521,1542985925550,HALL
1542985925553,1542985931971,MEDICINE_AREA
1542985931972,1542985933329,HALL
1542985933443,1542985935034,KITCHEN
1542985935052,1542986207398,DINING_ROOM
1542986207420,1542986209339,KITCHEN
1542986209388,1542986210868,HALL
1542986210873,1542986212585,MEDICINE_AREA
1542986212605,1542986215467,LIVING_ROOM
1542986215477,1542986299806,OFFICE
1542986299847,1542986302878,LIVING_ROOM
1542986302887,1542986306218,MEDICINE_AREA
1542986306241,1542986309367,HALL
1542986309368,1542986312367,KITCHEN
1542986312368,1542986317505,DINING_ROOM
1542986317511,1542986320629,KITCHEN
1542986320641,1542986322459,HALL
1542986322488,1542986325527,MEDICINE_AREA
1542986325554,1542986328693,LIVING_ROOM
1542986328737,1542986335289,MEDICINE_AREA
1542986335325,1542986351604,HALL
1542986351619,1542986354441,OUT
