ts_start,ts_end,act
1542985791821,1542985799989,TRANSITION
1542985800009,1542985893264,PREPARING_COLD_MEAL
1542985893270,1542985903964,TRANSITION
1542985903971,1542985913212,TAKING_MEDICINES
1542985913250,1542985913627,TRANSITION
1542985913665,1542985922382,TAKING_MEDICINES
1542985922400,1542986061923,TRANSITION
1542986061938,1542986202144,EATING
1542986202145,1542986219323,TRANSITION
1542986219338,1542986292782,USING_PC
1542986292950,1542986294809,TRANSITION
1542986294814,1542986333696,ANSWERING_PHONE
1542986333703,1542986337915,TRANSITION
1542986337945,1542986354441,LEAVING_HOME
