ts_start,ts_end,act
1544693936089,1544693937783,TRANSITION
1544693937787,1544693969162,TAKING_MEDICINES
1544693969168,1544693977797,TRANSITION
1544693977812,1544694044269,PREPARING_COLD_MEAL
1544694044289,1544694045892,TRANSITION
1544694045918,1544694107558,SETTING_UP_TABLE
1544694107571,1544694136825,TRANSITION
1544694136837,1544694195312,EATING
1544694195399,1544694197884,TRANSITION
1544694198111,1544694260644,CLEARING_TABLE
1544694260653,1544694261808,TRANSITION
1544694261825,1544694367865,WASHING_DISHES
1544694367881,1544694377178,TRANSITION
1544694377192,1544694533818,WATCHING_TV
1544694533843,1544694543815,TRANSITION
