ts_start,ts_end,location
1542290886233,1542290907610,OUT
1542290907642,1542290912254,HALL
1542290912277,1542290927469,MEDICINE_AREA
1542290927492,1542290932081,LIVING_ROOM
1542290932098,1542290967022,OFFICE
1542290967042,1542290973411,LIVING_ROOM
1542290973431,1542290986233,MEDICINE_AREA
1542290986249,1542291001054,HALL
1542291001066,1542291207272,KITCHEN
1542291207289,1542291223065,DINING_ROOM
1542291223076,1542291231397,KITCHEN
1542291231414,1542291237172,DINING_ROOM
1542291237192,1542291249350,KITCHEN
1542291249366,1542291369646,DINING_ROOM
1542291369664,1542291375384,KITCHEN
1542291375405,1542291382120,DINING_ROOM
1542291382145,1542291390070,KITCHEN
1542291390087,1542291413303,DINING_ROOM
1542291413316,1542291421001,KITCHEN
1542291421024,1542291439106,HALL
1542291439181,1542291441306,OUT
