ts_start,ts_end,act
1542290886233,1542290917399,TRANSITION
1542290917422,1542290995792,MAKING_PHONE_CALL
1542290995831,1542291007688,TRANSITION
1542291007696,1542291059293,COOKING
1542291059309,1542291066269,TRANSITION
1542291066276,1542291081888,COOKING
1542291082024,1542291107437,TRANSITION
1542291107443,1542291113254,COOKING
1542291113255,1542291117946,TRANSITION
1542291117956,1542291124195,COOKING
1542291124210,1542291126814,TRANSITION
1542291126923,1542291206020,COOKING
1542291206024,1542291208537,TRANSITION
1542291208566,1542291259223,SETTING_UP_TABLE
1542291259236,1542291260529,TRANSITION
1542291260546,1542291361533,EATING
1542291361543,1542291365173,TRANSITION
1542291365203,1542291418227,CLEARING_TABLE
1542291418242,1542291423689,TRANSITION
1542291423698,1542291441306,LEAVING_HOME
