x,y,z,ts
2.7940462,3.572672,10.044271,1542290886234
3.1852336,3.3526154,10.485226,1542290886263
2.9496665,3.5055118,9.547338,1542290886300
2.9496665,3.5055118,9.547338,1542290886386
3.1064887,4.4765797,10.006187,1542290886400
2.9403944,4.588243,9.869509,1542290886406
2.95006,4.2593746,9.757092,1542290886442
2.95006,4.2593746,9.757092,1542290886482
2.95006,4.2593746,9.757092,1542290886512
2.8128455,4.6085343,8.91598,1542290886568
3.1263232,4.8070555,9.554731,1542290886582
3.26318,5.0764494,9.500952,1542290886619
3.3608782,4.926111,9.518578,1542290886656
3.3804054,4.343441,9.613567,1542290886690
3.0376854,4.1748414,8.98411,1542290886750
2.773862,4.247573,8.777282,1542290886758
2.578442,4.2309446,8.659373,1542290886801
2.4418266,4.2993445,8.590692,1542290886841
2.3640656,4.6544585,8.767678,1542290886864
2.462107,4.716603,9.082558,1542290886907
2.433021,4.885948,9.231319,1542290886935
2.3451278,4.7301784,9.291215,1542290886968
2.3449447,4.1715093,9.165993,1542290887012
2.1394339,3.9033446,8.746368,1542290887040
1.8364272,3.8898096,8.335938,1542290887080
1.7583207,3.971505,8.268047,1542290887110
1.7975935,4.209129,8.347816,1542290887146
1.905398,4.3719077,8.770197,1542290887181
1.934983,4.52394,9.065159,1542290887249
1.9547446,4.634569,9.271474,1542290887259
2.032971,4.6299767,9.310947,1542290887287
2.1209471,4.653846,9.272022,1542290887321
2.111241,4.5258985,9.302009,1542290887356
2.2871165,4.6389656,9.1263,1542290887396
2.3360634,4.604027,9.2050705,1542290887428
2.3360634,4.604027,9.2050705,1542290887466
2.3360634,4.604027,9.2050705,1542290887501
2.5121973,4.4929276,9.344902,1542290887533
2.4632614,4.3601065,9.229439,1542290887570
2.3654878,4.279763,9.230212,1542290887607
2.4631512,4.170155,9.241466,1542290887644
2.4825358,4.2212887,9.056362,1542290887680
2.5020993,4.0093117,9.086916,1542290887710
2.4923391,4.0004354,9.058142,1542290887749
2.482672,3.873876,9.147057,1542290887784
2.5609612,3.5969744,9.284522,1542290887813
2.6882062,3.608614,9.4322195,1542290887850
2.9033508,3.9220893,9.393019,1542290887885
2.8740249,3.9718711,9.343927,1542290887927
2.7958574,4.005419,9.30513,1542290887957
2.7861974,3.9819126,9.365016,1542290887991
2.8547246,3.891529,9.426343,1542290888028
3.0111983,3.886047,9.429213,1542290888063
3.0111308,3.851809,9.342195,1542290888100
2.971884,3.7441802,9.177157,1542290888139
3.0793712,3.5931723,9.109719,1542290888178
2.9619236,3.5609436,8.894224,1542290888208
2.7957432,3.437433,8.795803,1542290888241
2.6687632,3.4220166,8.845337,1542290888306
2.5908237,3.5550504,9.023124,1542290888313
2.6889455,3.528399,9.426743,1542290888347
2.738021,3.6064029,9.605141,1542290888380
2.7576401,3.689504,9.654661,1542290888417
2.7576401,3.689504,9.654661,1542290888456
2.7576401,3.689504,9.654661,1542290888490
2.7182217,3.4853697,9.166041,1542290888546
2.7671149,3.2422931,9.15795,1542290888559
2.8748016,3.3128881,9.266604,1542290888595
2.8944473,3.3630133,9.307695,1542290888742
2.738052,3.508864,9.28921,1542290888742
2.6988738,3.3608246,9.221675,1542290888743
2.6500554,3.4811835,9.263716,1542290888743
2.640263,3.486024,9.244633,1542290888771
2.7087262,3.4168358,9.265362,1542290888996
2.7478366,3.3534007,9.226633,1542290888996
2.786928,3.3331447,9.14932,1542290888996
2.7479138,3.2849364,9.270183,1542290888996
2.6404717,3.0997734,9.470681,1542290888997
2.6212718,2.7515574,9.9701605,1542290888997
2.6118145,2.7218387,10.355818,1542290889020
2.8270328,3.3083405,10.1668005,1542290889055
2.6410794,3.7436,9.856883,1542290889089
2.34725,3.9781895,9.028634,1542290889226
2.1025069,4.3943033,8.39255,1542290889226
2.1904798,4.3341756,8.222443,1542290889227
2.2394645,4.328659,8.2138,1542290889239
2.41563,4.267663,8.410389,1542290889307
2.562558,4.089971,8.763676,1542290889322
2.4844713,3.881131,9.046611,1542290889339
2.4551785,3.6414044,9.172955,1542290889383
2.3573525,3.6482615,9.132288,1542290889569
2.3573525,3.6482615,9.132288,1542290889569
2.3573525,3.6482615,9.132288,1542290889569
2.1225333,3.9255848,8.874431,1542290889570
2.1811767,3.7507608,8.930945,1542290889570
2.210579,3.7413697,9.0544195,1542290889593
2.3867383,3.6743207,9.199252,1542290889633
2.416109,3.5666585,9.25805,1542290889699
2.4161077,3.7251482,9.19696,1542290889700
2.3572876,3.8035889,8.977377,1542290889740
2.269239,3.6225576,8.962754,1542290889768
2.3084784,3.4263577,9.1747675,1542290889811
2.2889104,3.330747,9.182251,1542290889842
2.279147,3.1901875,9.236195,1542290889968
2.2497778,3.2667131,9.129495,1542290889968
2.3768835,3.1282935,9.050593,1542290889968
2.3963866,3.0406673,8.957134,1542290890011
2.3279538,3.215366,8.905086,1542290890020
2.2693357,3.0910034,8.981901,1542290890051
2.2988029,3.3475113,9.030077,1542290890095
2.5338385,3.2012749,9.451518,1542290890128
2.5435083,3.1099048,9.243764,1542290890186
2.4945176,2.9819155,9.129606,1542290890197
2.2596407,2.6386907,8.900774,1542290890231
2.533373,2.3408191,8.528513,1542290890265
3.6191418,2.1333673,8.214671,1542290890303
4.6359315,1.2594678,7.5451193,1542290890355
5.281247,1.0463068,7.175029,1542290890373
6.133011,1.2026768,7.061281,1542290890409
6.133011,1.2026768,7.061281,1542290890443
6.133011,1.2026768,7.061281,1542290890484
6.133011,1.2026768,7.061281,1542290890520
6.133011,1.2026768,7.061281,1542290890549
6.133011,1.2026768,7.061281,1542290890582
6.133011,1.2026768,7.061281,1542290890619
6.133011,1.2026768,7.061281,1542290890653
6.9285226,1.2827519,7.0431614,1542290890695
8.687225,1.0593787,7.0594873,1542290890765
12.795706,-3.341581,8.818063,1542290890774
11.02868,-7.0497794,5.453517,1542290890806
9.551977,-6.2467775,7.301296,1542290890839
9.239187,-6.5383744,7.57076,1542290890866
8.755908,-5.922008,5.288603,1542290890902
9.135899,-5.3859773,4.28615,1542290890937
9.989623,-4.20593,5.3070326,1542290890972
11.21389,-4.1664567,5.034375,1542290891034
12.137129,-2.3971646,6.83284,1542290891050
10.658459,-7.159322,5.585044,1542290891082
10.852397,-8.052851,3.4446526,1542290891118
10.77362,-8.056739,3.0281286,1542290891160
9.344615,-9.405787,2.6202803,1542290891190
6.7548585,-6.934613,1.5982361,1542290891231
6.3871284,-9.610537,1.2874842,1542290891261
8.3817,-6.9930277,1.450408,1542290891310
9.700645,-5.5067663,0.7003279,1542290891332
9.141963,-9.909374,3.0128355,1542290891369
8.721747,-9.791752,3.6864958,1542290891410
8.476725,-9.244101,3.7074323,1542290891436
8.476725,-9.244101,3.7074323,1542290891471
8.476725,-9.244101,3.7074323,1542290891535
8.476725,-9.244101,3.7074323,1542290891554
8.476725,-9.244101,3.7074323,1542290891576
8.476725,-9.244101,3.7074323,1542290891625
6.998834,-11.071676,1.1088343,1542290891646
7.096739,-11.017138,1.165637,1542290891686
7.086534,-10.129483,1.7712417,1542290891763
7.0268507,-9.736452,1.2630649,1542290891764
6.6444397,-9.542312,0.74826145,1542290891786
6.2911067,-9.179597,0.60848284,1542290891824
6.153771,-8.658006,1.0014205,1542290891862
6.055105,-8.060394,0.8828559,1542290891904
6.094099,-7.910309,0.70986795,1542290891931
6.5275993,-9.953759,1.2268405,1542290891967
6.7333436,-9.896053,1.6487837,1542290892003
6.5374274,-9.369282,2.4648538,1542290892040
6.5177565,-8.983612,2.9725552,1542290892077
6.360887,-8.174963,3.7567916,1542290892106
6.3122983,-8.517489,3.7770414,1542290892142
6.587238,-10.355654,2.1193662,1542290892176
6.694891,-10.656074,1.3344312,1542290892214
6.008341,-9.8254,0.47490597,1542290892248
5.724147,-9.689228,0.048698902,1542290892284
5.675726,-9.603062,1.123352,1542290892320
5.891217,-9.293104,1.904078,1542290892362
5.6561937,-9.161957,2.0646682,1542290892415
5.1961365,-9.314747,2.2071347,1542290892432
5.0204816,-9.722778,2.6069412,1542290892546
5.0204816,-9.722778,2.6069412,1542290892547
5.0204816,-9.722778,2.6069412,1542290892547
5.0204816,-9.722778,2.6069412,1542290892578
5.0204816,-9.722778,2.6069412,1542290892610
5.578586,-9.450399,2.3109746,1542290892639
