sensor_id,sensor_status,ts,subject_id
P2,"ON",1544016862462,"202"
R5,"ON",1544016865222,"205"
E2,"ON",1544016866691,"208"
P8,"ON",1544016869000,"208"
R5,"OFF",1544016870102,"205"
E1,"ON",1544016890519,"205"
R1,"ON",1544016898095,"205"
R1,"OFF",1544016907337,"205"
R2,"ON",1544016931957,"209"
R2,"OFF",1544016941317,"209"
R7,"ON",1544016963172,"209"
R7,"OFF",1544016967781,"209"
R1,"ON",1544016968819,"205"
R1,"OFF",1544016973729,"205"
R2,"ON",1544016980343,"205"
R2,"OFF",1544016985133,"205"
R1,"ON",1544017010394,"205"
R1,"OFF",1544017015642,"205"
E1,"OFF",1544017024543,"205"
R5,"ON",1544017035498,"205"
R5,"OFF",1544017038432,"205"
P1,"ON",1544017040595,"209"
P8,"OFF",1544017062000,"208"
E2,"OFF",1544017068700,"208"
P6,"ON",1544017070000,"205"
P2,"OFF",1544017071500,"202"
P5,"ON",1544017081000,"202"
P4,"ON",1544017088000,"208"
P4,"OFF",1544017251000,"208"
P1,"OFF",1544017254422,"209"
P5,"OFF",1544017258000,"202"
P6,"OFF",1544017258000,"205"
P2,"ON",1544017267969,"208"
E2,"ON",1544017270678,"209"
P8,"ON",1544017275000,"209"
R7,"ON",1544017308121,"202"
R7,"OFF",1544017311001,"202"
P8,"OFF",1544017522000,"209"
E2,"OFF",1544017527694,"209"
P2,"OFF",1544017534518,"208"
