sensor_id,sensor_status,ts,subject_id
E2,"ON",1543847882813,"201"
P3,"ON",1543847884000,"201"
P8,"ON",1543847897000,"203"
P7,"ON",1543847904000,"204"
P2,"OFF",1543847929035,"206"
P9,"ON",1543847934000,"206"
P3,"OFF",1543847981000,"201"
P9,"OFF",1543847985000,"206"
R7,"ON",1543847995175,"201"
R7,"OFF",1543848000770,"201"
R7,"ON",1543848021327,"201"
R7,"OFF",1543848024740,"201"
R1,"ON",1543848026768,"201"
R1,"OFF",1543848054197,"201"
R2,"ON",1543848056417,"201"
R2,"OFF",1543848059492,"201"
R7,"ON",1543848085600,"201"
R7,"OFF",1543848089476,"201"
P8,"OFF",1543848108000,"203"
P4,"ON",1543848139000,"203"
P4,"OFF",1543848214000,"203"
P7,"OFF",1543848239000,"204"
E2,"OFF",1543848245813,"204"
