sensor_id,sensor_status,ts,subject_id
R7,"ON",1542908166999,"203"
R7,"OFF",1542908171415,"203"
R7,"ON",1542908180225,"203"
R7,"OFF",1542908183424,"203"
P1,"ON",1542908199894,"209"
P4,"ON",1542908206000,"203"
P4,"OFF",1542908268000,"203"
R6,"ON",1542908272263,"209"
R6,"OFF",1542908277636,"209"
R7,"ON",1542908282983,"209"
R7,"OFF",1542908288429,"209"
P1,"OFF",1542908329959,"209"
P2,"ON",1542908331143,"203"
R7,"ON",1542908335507,"209"
R7,"OFF",1542908341805,"209"
R6,"ON",1542908347828,"209"
R6,"OFF",1542908351900,"209"
P2,"OFF",1542908409070,"203"
R7,"ON",1542908424713,"203"
P3,"ON",1542908428000,"209"
E2,"ON",1542908430794,"209"
R7,"OFF",1542908433832,"203"
R6,"ON",1542908440462,"203"
R6,"OFF",1542908448634,"203"
P7,"ON",1542908454000,"203"
E2,"OFF",1542908595800,"209"
P3,"OFF",1542908598000,"209"
P7,"OFF",1542908599000,"203"
