ts_start,ts_end,act
1542376529791,1542376533389,TRANSITION
1542376533397,1542376546567,LEAVING_HOME
1542376546593,1542376556764,TRANSITION
1542376556772,1542376575538,ENTERING_HOME
1542376575580,1542376586547,TRANSITION
1542376586562,1542376613624,EATING
1542376613641,1542376614513,TRANSITION
1542376614544,1542376686688,EATING
1542376686703,1542376696535,TRANSITION
1542376696549,1542376816574,WATCHING_TV
1542376816594,1542376821215,TRANSITION
1542376821244,1542376908808,MAKING_PHONE_CALL
1542376908826,1542376913531,TRANSITION
1542376913567,1542376928420,TAKING_MEDICINES
1542376928654,1542376941449,TRANSITION
