ts_start,ts_end,location
1542207859782,1542207877328,LIVING_ROOM
1542207877422,1542207879153,MEDICINE_AREA
1542207879182,1542207881463,HALL
1542207881471,1542207882928,MEDICINE_AREA
1542207882952,1542207890829,LIVING_ROOM
1542207890908,1542207892838,MEDICINE_AREA
1542207892849,1542207908145,HALL
1542207908166,1542207938650,OUT
1542207938656,1542207954584,HALL
1542207954610,1542207956128,KITCHEN
1542207956129,1542208067653,DINING_ROOM
1542208067670,1542208076514,KITCHEN
1542208076648,1542208124827,DINING_ROOM
1542208124848,1542208128120,KITCHEN
1542208128375,1542208129846,HALL
1542208129865,1542208131144,MEDICINE_AREA
1542208131153,1542208139802,LIVING_ROOM
1542208140049,1542208147966,OFFICE
1542208148003,1542208270940,LIVING_ROOM
1542208270970,1542208296897,MEDICINE_AREA
1542208296913,1542208300601,HALL
