ts_start,ts_end,location
1542809561267,1542809564350,HALL
1542809564498,1542809641002,KITCHEN
1542809641014,1542809656235,DINING_ROOM
1542809656368,1542809663080,KITCHEN
1542809663203,1542809674479,DINING_ROOM
1542809674508,1542809676730,KITCHEN
1542809676761,1542809678048,HALL
1542809678078,1542809701097,MEDICINE_AREA
1542809701212,1542809701958,HALL
1542809701985,1542809703319,KITCHEN
1542809703336,1542809796426,DINING_ROOM
1542809796616,1542809802260,KITCHEN
1542809802289,1542809818384,DINING_ROOM
1542809818399,1542809824382,KITCHEN
1542809824626,1542809827227,HALL
1542809827337,1542809833084,KITCHEN
1542809833198,1542809840668,DINING_ROOM
1542809840830,1542809846749,KITCHEN
1542809846763,1542809852038,HALL
1542809852074,1542809855828,KITCHEN
1542809855831,1542809871880,DINING_ROOM
1542809871907,1542809877152,KITCHEN
1542809877179,1542809884976,DINING_ROOM
1542809885007,1542809899309,KITCHEN
1542809899327,1542809909194,DINING_ROOM
1542809909338,1542809921224,KITCHEN
1542809921240,1542809922671,HALL
1542809922765,1542809924143,MEDICINE_AREA
1542809924144,1542809926111,LIVING_ROOM
1542809926127,1542810033197,OFFICE
1542810033215,1542810035436,LIVING_ROOM
1542810035559,1542810045951,MEDICINE_AREA
