ts_start,ts_end,act
1542809561267,1542809566959,TRANSITION
1542809567090,1542809627257,PREPARING_COLD_MEAL
1542809627276,1542809628164,TRANSITION
1542809628184,1542809669060,SETTING_UP_TABLE
1542809669081,1542809680876,TRANSITION
1542809680903,1542809715785,TAKING_MEDICINES
1542809715802,1542809719045,TRANSITION
1542809719075,1542809789328,EATING
1542809789512,1542809794151,TRANSITION
1542809794389,1542809874278,MAKING_PHONE_CALL
1542809874551,1542809877152,TRANSITION
1542809877179,1542809920152,CLEARING_TABLE
1542809920185,1542809927937,TRANSITION
1542809927962,1542810028554,USING_PC
1542810028566,1542810045951,TRANSITION
