ts_start,ts_end,location
1542732867553,1542732872695,MEDICINE_AREA
1542732872714,1542732873709,OUT
1542732873728,1542732874413,HALL
1542732874418,1542732876612,MEDICINE_AREA
1542732876634,1542732881438,HALL
1542732881498,1542732883841,KITCHEN
1542732883861,1542732899928,DINING_ROOM
1542732899952,1542732908307,KITCHEN
1542732908328,1542732915120,DINING_ROOM
1542732915149,1542732930976,KITCHEN
1542732930997,1542733041755,DINING_ROOM
1542733041778,1542733042620,KITCHEN
1542733042626,1542733046804,DINING_ROOM
1542733046821,1542733055204,KITCHEN
1542733055213,1542733070586,DINING_ROOM
1542733070613,1542733083576,KITCHEN
1542733083597,1542733084441,HALL
1542733084448,1542733086369,MEDICINE_AREA
1542733086383,1542733088325,LIVING_ROOM
1542733088339,1542733180394,OFFICE
1542733180413,1542733283697,LIVING_ROOM
1542733283706,1542733298746,OFFICE
1542733298762,1542733301561,LIVING_ROOM
1542733301580,1542733305047,MEDICINE_AREA
1542733305069,1542733309431,HALL
1542733309436,1542733312544,MEDICINE_AREA
1542733312566,1542733316157,LIVING_ROOM
1542733316169,1542733323167,OFFICE
1542733323174,1542733345751,LIVING_ROOM
1542733345776,1542733349608,MEDICINE_AREA
1542733349620,1542733350253,KITCHEN
1542733350262,1542733354143,HALL
1542733354177,1542733357347,MEDICINE_AREA
1542733357434,1542733362075,HALL
1542733362080,1542733365035,MEDICINE_AREA
1542733365053,1542733368481,LIVING_ROOM
1542733368488,1542733370258,OFFICE
1542733370271,1542733373394,LIVING_ROOM
1542733373421,1542733383945,MEDICINE_AREA
1542733383969,1542733388215,HALL
1542733388234,1542733404331,MEDICINE_AREA
