ts_start,ts_end,act
1542986519800,1542986523604,TRANSITION
1542986523626,1542986533717,ENTERING_HOME
1542986533728,1542986567902,TRANSITION
1542986567930,1542986679224,EATING
1542986679246,1542986688262,TRANSITION
1542986688276,1542986738351,TAKING_MEDICINES
1542986738391,1542986747829,TRANSITION
1542986747853,1542986825297,MAKING_PHONE_CALL
1542986825322,1542986829779,TRANSITION
1542986829837,1542986829960,MAKING_PHONE_CALL
1542986830077,1542986852367,TRANSITION
1542986852383,1542986944944,WATCHING_TV
1542986944958,1542986961527,TRANSITION
