ts_start,ts_end,location
1542986519800,1542986522911,OUT
1542986522924,1542986535242,HALL
1542986535263,1542986537774,KITCHEN
1542986537808,1542986554130,DINING_ROOM
1542986554171,1542986557954,KITCHEN
1542986557972,1542986683809,DINING_ROOM
1542986683838,1542986685720,KITCHEN
1542986685740,1542986686679,HALL
1542986686696,1542986693989,MEDICINE_AREA
1542986694000,1542986695518,HALL
1542986695567,1542986750858,KITCHEN
1542986750882,1542986752841,HALL
1542986752887,1542986757174,MEDICINE_AREA
1542986757176,1542986761720,LIVING_ROOM
1542986761742,1542986764901,OFFICE
1542986764908,1542986767914,LIVING_ROOM
1542986767927,1542986782113,MEDICINE_AREA
1542986782187,1542986791006,LIVING_ROOM
1542986791015,1542986820260,MEDICINE_AREA
1542986820283,1542986821784,HALL
1542986821798,1542986832970,MEDICINE_AREA
1542986832978,1542986833711,HALL
1542986833720,1542986843673,KITCHEN
1542986843695,1542986845846,HALL
1542986845856,1542986848443,MEDICINE_AREA
1542986848457,1542986949671,LIVING_ROOM
1542986949695,1542986952882,MEDICINE_AREA
1542986952894,1542986956312,HALL
1542986956313,1542986961527,OUT
