sensor_id,sensor_status,ts,subject_id
R2,"ON",1542381035695,"205"
R2,"OFF",1542381038658,"205"
R7,"ON",1542381061783,"205"
R7,"OFF",1542381066256,"205"
R5,"ON",1542381069721,"205"
R5,"OFF",1542381078002,"205"
E1,"ON",1542381085148,"205"
E1,"OFF",1542381123152,"205"
R1,"ON",1542381137684,"205"
R1,"OFF",1542381140986,"205"
P1,"ON",1542381147988,"205"
P1,"OFF",1542381269785,"205"
R1,"ON",1542381296217,"205"
R1,"OFF",1542381302133,"205"
E2,"ON",1542381351294,"205"
P3,"ON",1542381356348,"205"
P3,"OFF",1542381438595,"205"
E2,"OFF",1542381443290,"205"
E2,"ON",1542381564290,"205"
P3,"ON",1542381567102,"205"
P3,"OFF",1542381630710,"205"
E2,"OFF",1542381640288,"205"
R6,"ON",1542381644395,"205"
R6,"OFF",1542381648485,"205"
R7,"ON",1542381659202,"205"
R7,"OFF",1542381664119,"205"
P1,"ON",1542381673171,"205"
P1,"OFF",1542381697965,"205"
R7,"ON",1542381710395,"205"
R7,"OFF",1542381714556,"205"
R6,"ON",1542381719660,"205"
R6,"OFF",1542381722929,"205"
