sensor_id,sensor_status,ts,subject_id
R7,"ON",1542985804928,"205"
R7,"OFF",1542985811472,"205"
R1,"ON",1542985813411,"202"
R1,"OFF",1542985822007,"202"
E1,"ON",1542985826797,"202"
R7,"ON",1542985831321,"205"
R1,"ON",1542985832748,"202"
R7,"OFF",1542985835673,"205"
R1,"OFF",1542985847252,"205"
R2,"ON",1542985864002,"202"
R2,"OFF",1542985866935,"202"
R2,"ON",1542985872394,"205"
R2,"OFF",1542985875638,"205"
E1,"OFF",1542985892813,"202"
R6,"ON",1542985908855,"205"
R6,"OFF",1542985912645,"205"
R6,"ON",1542985929550,"205"
R6,"OFF",1542985931700,"205"
P1,"ON",1542985948189,"205"
R7,"ON",1542985998384,"202"
R7,"OFF",1542986005013,"202"
P4,"ON",1542986011000,"202"
P4,"OFF",1542986015000,"202"
R7,"ON",1542986026263,"202"
R7,"OFF",1542986030682,"202"
R2,"ON",1542986040661,"202"
R2,"OFF",1542986044455,"202"
P4,"ON",1542986064000,"202"
P1,"OFF",1542986205263,"205"
P4,"OFF",1542986209000,"202"
P2,"ON",1542986221432,"205"
R7,"ON",1542986248300,"202"
R7,"OFF",1542986254722,"202"
P2,"OFF",1542986297100,"205"
