ts_start,ts_end,act
1542360623264,1542360625469,TRANSITION
1542360625490,1542360678194,TAKING_MEDICINES
1542360678211,1542360683345,TRANSITION
1542360683368,1542360743926,SETTING_UP_TABLE
1542360743949,1542360745603,TRANSITION
1542360745621,1542360790639,PREPARING_COLD_MEAL
1542360790668,1542360798009,TRANSITION
1542360798033,1542360888457,EATING
1542360888482,1542360892163,TRANSITION
1542360892173,1542360922433,CLEARING_TABLE
1542360922459,1542360923681,TRANSITION
1542360923698,1542360975164,WASHING_DISHES
1542360975175,1542360981723,TRANSITION
1542360981750,1542361140248,WATCHING_TV
1542361140276,1542361147885,TRANSITION
