ts_start,ts_end,location
1542627846455,1542627851985,OUT
1542627851998,1542627866506,HALL
1542627866519,1542627934827,KITCHEN
1542627934835,1542627935688,HALL
1542627935695,1542627936894,MEDICINE_AREA
1542627936910,1542627939891,LIVING_ROOM
1542627939906,1542628202881,OFFICE
1542628202899,1542628204646,LIVING_ROOM
1542628204676,1542628206261,MEDICINE_AREA
1542628206277,1542628207706,HALL
1542628207727,1542628380186,KITCHEN
1542628380196,1542628389727,HALL
1542628389734,1542628398633,OUT
