ts_start,ts_end,act
1542627846455,1542627852525,TRANSITION
1542627852546,1542627865573,ENTERING_HOME
1542627865603,1542627871569,TRANSITION
1542627871596,1542627932642,WASHING_DISHES
1542627932656,1542627942755,TRANSITION
1542627942782,1542628038396,USING_PC
1542628038434,1542628071852,MAKING_PHONE_CALL
1542628071869,1542628078659,TRANSITION
1542628078674,1542628140979,MAKING_PHONE_CALL
1542628141006,1542628147274,TRANSITION
1542628147289,1542628199918,USING_PC
1542628199937,1542628209428,TRANSITION
1542628209454,1542628374422,COOKING
1542628374434,1542628381458,TRANSITION
1542628381471,1542628398633,LEAVING_HOME
