x,y,z,ts
-0.13201904,0.09239197,-0.27799988,1542817415051
-0.1342926,0.09352112,-0.28666687,1542817415060
-0.13040161,0.08201599,-0.2838745,1542817415089
-0.11546326,0.08758545,-0.27842712,1542817415116
-0.13194275,0.07762146,-0.26930237,1542817415151
-0.12554932,0.06062317,-0.25639343,1542817415179
-0.088272095,0.024459839,-0.2301178,1542817415234
-0.052474976,0.01763916,-0.20394897,1542817415267
-0.055892944,0.037475586,-0.17883301,1542817415293
-0.06869507,0.053634644,-0.1773529,1542817415329
-0.0627594,0.042022705,-0.16940308,1542817415353
-0.07337952,0.04396057,-0.14277649,1542817415385
-0.069488525,0.03529358,-0.11520386,1542817415443
-0.02444458,0.019683838,-0.0632782,1542817415472
-0.0016479492,0.022109985,-0.020736694,1542817415501
0.0059051514,0.035690308,0.013809204,1542817415531
-0.002319336,0.048583984,0.026062012,1542817415563
-0.020584106,0.03540039,0.02494812,1542817415590
-0.02633667,0.009170532,0.018005371,1542817415623
-0.021026611,0.0035705566,0.0052948,1542817415826
-0.011444092,0.013320923,-0.025985718,1542817415826
-0.020355225,0.03630066,-0.06867981,1542817415826
-0.034301758,0.04534912,-0.11949158,1542817415826
-0.026229858,0.03288269,-0.14085388,1542817415826
-0.020187378,0.033172607,-0.12910461,1542817415829
-0.029541016,0.05505371,-0.09107971,1542817415887
-0.037216187,0.06814575,-0.060440063,1542817415952
-0.040634155,0.07746887,-0.022979736,1542817415952
-0.042526245,0.067855835,-0.009094238,1542817415977
-0.044784546,0.057128906,-0.018478394,1542817416005
-0.041412354,0.06390381,-0.017929077,1542817416096
-0.048980713,0.06968689,-0.016830444,1542817416096
-0.042556763,0.07940674,-0.026123047,1542817416123
-0.040222168,0.08874512,-0.041519165,1542817416153
-0.039398193,0.09661865,-0.071121216,1542817416183
-0.043289185,0.08947754,-0.08364868,1542817416215
-0.025665283,0.060302734,-0.07600403,1542817416242
-0.03100586,0.029251099,-0.054870605,1542817416301
-0.037261963,0.013137817,-0.032440186,1542817416333
-0.033599854,0.011169434,-0.0049438477,1542817416360
-0.025421143,0.014266968,0.011230469,1542817416391
-0.018341064,0.016159058,0.0022583008,1542817416420
-0.011245728,0.030029297,-0.015335083,1542817416468
-0.0063476562,0.041122437,-0.022155762,1542817416510
-0.011566162,0.072021484,-0.028320312,1542817416600
-0.021072388,0.08001709,-0.04446411,1542817416600
-0.045516968,0.0791626,-0.05986023,1542817416603
-0.052856445,0.03352356,-0.060531616,1542817416629
-0.02885437,-0.035888672,-0.04446411,1542817416657
-0.015670776,-0.06315613,0.0068969727,1542817416717
-0.026870728,-0.049316406,0.03904724,1542817416746
-0.0662384,-0.04324341,0.039764404,1542817416775
-0.033935547,-0.05757141,0.02822876,1542817416808
-0.011367798,-0.08306885,0.020645142,1542817416837
-0.016708374,-0.08596802,0.033615112,1542817416865
-0.024612427,-0.07458496,0.058242798,1542817416951
-0.009902954,-0.04866028,0.08670044,1542817416955
0.016204834,-0.05105591,0.110946655,1542817416982
0.04206848,-0.056793213,0.11956787,1542817417014
0.054122925,-0.062026978,0.11576843,1542817417043
0.06260681,-0.07749939,0.10635376,1542817417079
0.07763672,-0.086242676,0.08152771,1542817417157
0.095703125,-0.09132385,0.050445557,1542817417163
0.10484314,-0.087631226,0.010803223,1542817417201
0.084350586,-0.08099365,-0.038024902,1542817417222
0.10295105,-0.086746216,-0.11277771,1542817417251
0.14916992,-0.07183838,-0.16921997,1542817417280
0.15364075,-0.063064575,-0.2264862,1542817417311
0.17468262,-0.05218506,-0.30943298,1542817417381
0.18997192,-0.015701294,-0.36950684,1542817417399
0.21141052,0.03805542,-0.4424286,1542817417428
0.21087646,0.07017517,-0.4973755,1542817417458
0.16525269,0.060958862,-0.5881653,1542817417489
-0.040039062,0.019317627,-0.6489105,1542817417517
-0.3580017,0.08734131,-0.57447815,1542817417581
-0.586853,0.15171814,-0.34080505,1542817417608
-0.39541626,0.0115356445,-0.16627502,1542817417637
0.1299591,-0.14854431,-0.07461548,1542817417665
0.13632202,-0.09397888,-0.09513855,1542817417694
-0.09779358,0.0806427,-0.16230774,1542817417724
-0.3344574,0.14802551,-0.21650696,1542817417783
-0.37615967,0.12664795,-0.23399353,1542817417814
-0.050430298,0.030349731,-0.27555847,1542817417843
0.19984436,-0.055343628,-0.3545227,1542817417951
0.16688538,-0.061935425,-0.46450806,1542817417952
0.14866638,-0.032852173,-0.51060486,1542817417952
0.16246033,-0.0069274902,-0.5081482,1542817418026
0.14253235,0.060699463,-0.4656067,1542817418026
0.13369751,0.10446167,-0.4270935,1542817418093
0.14927673,0.12521362,-0.4056244,1542817418093
0.14079285,0.102249146,-0.39260864,1542817418111
0.095047,0.1084137,-0.34158325,1542817418140
-0.0037841797,0.13134766,-0.2162323,1542817418184
-0.017456055,0.12980652,-0.09202576,1542817418228
0.0079956055,0.0925293,-0.019424438,1542817418263
0.021408081,0.05493164,-0.042373657,1542817418287
0.039489746,0.009536743,-0.12628174,1542817418321
0.06700134,-0.016601562,-0.17089844,1542817418347
0.081832886,-0.019821167,-0.18171692,1542817418377
0.06422424,-0.017578125,-0.17388916,1542817418435
0.071380615,-0.01828003,-0.17085266,1542817418464
0.04737854,-0.016555786,-0.16438293,1542817418494
0.024520874,-0.0053710938,-0.14942932,1542817418529
-0.0037994385,-0.0033721924,-0.107406616,1542817418554
0.0031280518,-0.01574707,-0.059249878,1542817418587
0.007659912,-0.013381958,-0.01626587,1542817418720
-0.0006713867,-0.01586914,0.012069702,1542817418720
0.005004883,-0.009399414,0.022369385,1542817418720
0.013763428,0.0033874512,0.04928589,1542817418732
0.01890564,0.0143585205,0.059555054,1542817418763
0.028015137,0.022247314,0.05845642,1542817418791
0.031066895,0.0028533936,0.059402466,1542817418850
0.030014038,-0.0075683594,0.06707764,1542817418882
0.010101318,-0.012161255,0.074279785,1542817418909
0.002380371,-0.021911621,0.064086914,1542817418940
0.0005187988,-0.044067383,0.044006348,1542817418968
0.0027770996,-0.067977905,0.05281067,1542817419052
-0.0012969971,-0.0846405,0.07585144,1542817419059
-0.009262085,-0.08718872,0.09802246,1542817419089
0.00289917,-0.10054016,0.12390137,1542817419197
0.043914795,-0.08979797,0.19012451,1542817419197
0.06272888,-0.08026123,0.2624359,1542817419197
0.09565735,-0.091918945,0.3375244,1542817419208
0.0900116,-0.0748291,0.40151978,1542817419236
0.07551575,-0.043045044,0.46792603,1542817419301
0.041809082,-0.031723022,0.5742035,1542817419324
0.055755615,-0.05908203,0.6647339,1542817419535
0.11445618,-0.15699768,0.78541565,1542817419535
0.14938354,-0.1955719,0.88752747,1542817419535
0.009094238,-0.17796326,0.96051025,1542817419535
-0.14816284,-0.22296143,1.006134,1542817419535
-0.18074036,-0.3386078,1.0463867,1542817419535
-0.2902527,-0.39912415,1.1421051,1542817419562
-0.3274994,-0.4611969,1.1928406,1542817419597
-0.2263031,-0.6112976,1.1942139,1542817419623
-0.008895874,-0.67977905,1.1273041,1542817419650
0.037704468,-0.68174744,1.0531464,1542817419712
0.039642334,-0.5852051,0.95944214,1542817419740
0.02003479,-0.48432922,0.89419556,1542817419769
-0.02104187,-0.3568573,0.79644775,1542817419799
-0.067092896,-0.26579285,0.6921692,1542817419830
-0.1491394,-0.192276,0.58106995,1542817419902
-0.15231323,-0.1214447,0.54486084,1542817419927
-0.10746765,-0.049697876,0.57284546,1542817419948
-0.10884094,0.072387695,0.6281738,1542817419982
-0.15440369,0.12794495,0.6156006,1542817420007
-0.23512268,0.2049408,0.5581665,1542817420035
-0.24459839,0.22645569,0.45674133,1542817420164
-0.2004242,0.21400452,0.38607788,1542817420164
-0.054275513,0.21960449,0.43215942,1542817420164
0.1302185,0.13067627,0.4333496,1542817420188
0.42260742,0.009414673,0.36637878,1542817420214
0.35849,0.031707764,0.29588318,1542817420247
0.14291382,0.13632202,0.167099,1542817420272
-0.008071899,0.20768738,-0.056259155,1542817420302
-0.17871094,0.16755676,-0.2771454,1542817420368
0.0048217773,0.0033874512,-0.56655884,1542817420391
0.19555664,-0.07829285,-0.7550659,1542817420423
0.064208984,-0.09373474,-0.8804016,1542817420450
-0.02104187,-0.061950684,-0.9165497,1542817420484
-0.014694214,-0.09036255,-0.9246826,1542817420510
0.04725647,-0.12173462,-0.90205383,1542817420569
0.05305481,-0.12538147,-0.85383606,1542817420601
0.066223145,-0.12199402,-0.7787323,1542817420630
0.06100464,-0.07948303,-0.6818085,1542817420771
0.087005615,0.02230835,-0.46740723,1542817420772
0.10244751,0.032470703,-0.2828064,1542817420772
0.04373169,-0.109069824,-0.22053528,1542817420784
-0.26713562,-0.055923462,-0.12640381,1542817420806
-0.65419006,0.08706665,0.13670349,1542817420891
-0.52890015,0.018081665,0.66677856,1542817420891
-0.0657959,-0.07382202,0.87101746,1542817420897
0.15888977,-0.13374329,0.75372314,1542817421123
0.053634644,-0.14546204,0.44776917,1542817421123
0.016448975,-0.07247925,0.3321991,1542817421123
-0.08892822,0.04159546,0.30828857,1542817421123
-0.10531616,0.055664062,0.2786255,1542817421124
-0.12426758,0.07600403,0.22276306,1542817421124
-0.22789001,0.029891968,0.1446228,1542817421135
-0.3128662,0.013671875,0.0789032,1542817421193
-0.35424805,0.029205322,0.063064575,1542817421222
-0.3511963,0.050445557,0.101638794,1542817421251
-0.30204773,0.09883118,0.1375122,1542817421282
-0.25978088,0.14315796,0.17930603,1542817421322
-0.27253723,0.20626831,0.27052307,1542817421340
-0.23626709,0.18266296,0.35429382,1542817421369
-0.22358704,0.13595581,0.39941406,1542817421428
-0.10513306,-0.03630066,0.4174347,1542817421459
0.18727112,-0.07147217,0.45092773,1542817421489
0.25698853,-0.040252686,0.677124,1542817421520
0.6552582,-0.15829468,0.9471741,1542817421548
1.1413879,-0.31678772,1.0586853,1542817421576
1.3911743,-0.38859558,0.9994049,1542817421641
1.2651062,-0.3739624,0.9303131,1542817421666
0.8926544,-0.42164612,0.74212646,1542817421696
1.0222931,-0.40138245,0.5511627,1542817421725
1.3355865,-0.2737732,0.32670593,1542817421840
0.8593445,-0.20265198,0.19909668,1542817421840
0.5628357,-0.21159363,0.10066223,1542817421845
0.64575195,-0.20858765,-0.08114624,1542817421874
0.47946167,-0.17529297,-0.1835022,1542817421903
0.4755249,-0.07659912,-0.16915894,1542817421935
0.4030304,-0.05757141,-0.12553406,1542817421963
0.19577026,-0.14631653,-0.09806824,1542817421992
0.2451477,-0.18859863,-0.11605835,1542817422054
0.16900635,-0.25559998,-0.119888306,1542817422082
-0.1253357,-0.30355835,-0.18182373,1542817422111
-0.49671936,-0.32356262,-0.29779053,1542817422256
-0.5368042,-0.10557556,-0.153656,1542817422256
-0.31347656,-0.007003784,0.027664185,1542817422256
-0.25170898,0.018829346,0.045272827,1542817422262
-0.48779297,0.26748657,-0.003753662,1542817422290
-0.6112213,0.2868042,-0.088638306,1542817422319
-0.09162903,0.17515564,-0.17190552,1542817422349
0.10241699,0.071762085,-0.19741821,1542817422377
-0.029724121,0.043395996,-0.25549316,1542817422513
-0.1333313,0.10359192,-0.27796936,1542817422513
-0.22372437,0.1301117,-0.2604065,1542817422513
-0.27038574,0.19810486,-0.18621826,1542817422526
-0.28167725,0.23207092,-0.099609375,1542817422558
-0.22090149,0.17120361,-0.06980896,1542817422587
-0.09991455,0.068878174,-0.07989502,1542817422615
-0.02734375,0.007446289,-0.05670166,1542817422644
0.075149536,0.025863647,0.05104065,1542817422709
-0.110198975,0.033599854,0.18945312,1542817422733
-0.10847473,-0.101501465,0.40020752,1542817422764
