ts_start,ts_end,act
1542817415051,1542817424229,TRANSITION
1542817424246,1542817457383,ENTERING_HOME
1542817457664,1542817462314,TRANSITION
1542817462411,1542817512570,WATCHING_TV
1542817512653,1542817516054,TRANSITION
1542817516170,1542817651933,COOKING
1542817651935,1542817722674,TRANSITION
1542817722688,1542817833514,EATING
1542817833528,1542817842643,TRANSITION
1542817842843,1542817856820,TAKING_MEDICINES
1542817856839,1542817884901,TRANSITION
1542817884918,1542817989490,USING_PC
1542817989508,1542817991674,TRANSITION
1542817991843,1542818088286,ANSWERING_PHONE
1542818088302,1542818091609,TRANSITION
1542818091632,1542818117404,LEAVING_HOME
1542818117416,1542818122252,TRANSITION
