ts_start,ts_end,location
1542817415051,1542817427129,OUT
1542817427236,1542817457722,HALL
1542817457843,1542817459251,MEDICINE_AREA
1542817459269,1542817512299,LIVING_ROOM
1542817512330,1542817513887,MEDICINE_AREA
1542817513916,1542817514688,HALL
1542817514781,1542817659002,KITCHEN
1542817659016,1542817667618,DINING_ROOM
1542817667636,1542817680506,KITCHEN
1542817680587,1542817686082,DINING_ROOM
1542817686096,1542817688015,KITCHEN
1542817688026,1542817836996,DINING_ROOM
1542817837089,1542817839045,KITCHEN
1542817839059,1542817840863,HALL
1542817840888,1542817861472,MEDICINE_AREA
1542817861489,1542817864942,LIVING_ROOM
1542817865068,1542817996550,OFFICE
1542817996561,1542817999703,LIVING_ROOM
1542817999812,1542818002371,MEDICINE_AREA
1542818002383,1542818003924,HALL
1542818004068,1542818006473,KITCHEN
1542818006514,1542818007863,HALL
1542818008040,1542818012592,MEDICINE_AREA
1542818012611,1542818013502,LIVING_ROOM
1542818013618,1542818018326,MEDICINE_AREA
1542818018339,1542818019945,HALL
1542818020207,1542818036552,MEDICINE_AREA
1542818036560,1542818038723,HALL
1542818038725,1542818062189,MEDICINE_AREA
1542818062225,1542818066079,HALL
1542818066097,1542818075972,MEDICINE_AREA
1542818076401,1542818114832,HALL
1542818114857,1542818122252,OUT
