ts_start,ts_end,act
1543316508237,1543316516140,TRANSITION
1543316516149,1543316646000,COOKING
1543316646010,1543316651550,TRANSITION
1543316651567,1543316707186,MAKING_PHONE_CALL
1543316707187,1543316717225,TRANSITION
1543316717232,1543316798953,SETTING_UP_TABLE
1543316798990,1543316808941,TRANSITION
1543316808958,1543316938956,EATING
1543316938969,1543316940650,TRANSITION
1543316940655,1543317005683,CLEARING_TABLE
1543317005684,1543317120109,TRANSITION
1543317120119,1543317142755,LEAVING_HOME
