ts_start,ts_end,location
1543245819256,1543245825616,OUT
1543245825626,1543245842615,HALL
1543245842628,1543245844632,MEDICINE_AREA
1543245844645,1543245977861,LIVING_ROOM
1543245977876,1543245980289,MEDICINE_AREA
1543245980297,1543245981677,HALL
1543245981704,1543246056598,KITCHEN
1543246056606,1543246167487,DINING_ROOM
1543246167498,1543246241365,KITCHEN
1543246241377,1543246243372,HALL
1543246243378,1543246258437,MEDICINE_AREA
1543246258452,1543246260853,HALL
1543246260898,1543246276890,MEDICINE_AREA
1543246276898,1543246278763,HALL
1543246278777,1543246293268,MEDICINE_AREA
1543246293292,1543246296383,HALL
1543246296395,1543246315352,MEDICINE_AREA
1543246315361,1543246319434,LIVING_ROOM
1543246319435,1543246411605,OFFICE
1543246411623,1543246414403,LIVING_ROOM
1543246414407,1543246424904,MEDICINE_AREA
1543246424928,1543246426339,HALL
1543246426362,1543246454410,KITCHEN
1543246454419,1543246455215,HALL
1543246455226,1543246465832,MEDICINE_AREA
1543246465851,1543246467995,HALL
1543246468001,1543246470106,OUT
