ts_start,ts_end,location
1542361609688,1542361612634,HALL
1542361612651,1542361695288,KITCHEN
1542361695305,1542361697827,HALL
1542361697841,1542361708591,KITCHEN
1542361708603,1542361719260,HALL
1542361719279,1542361778946,KITCHEN
1542361778958,1542361784584,DINING_ROOM
1542361784609,1542361796610,KITCHEN
1542361796632,1542361937477,DINING_ROOM
1542361937492,1542361938879,KITCHEN
1542361938910,1542361940282,HALL
1542361940308,1542361951887,MEDICINE_AREA
1542361951888,1542361953332,LIVING_ROOM
1542361953367,1542362117665,OFFICE
1542362117682,1542362119716,LIVING_ROOM
1542362119735,1542362122720,MEDICINE_AREA
1542362122762,1542362134440,HALL
1542362134441,1542362145918,OUT
