ts_start,ts_end,act
1542361609688,1542361614049,TRANSITION
1542361614060,1542361781361,COOKING
1542361781370,1542361799665,TRANSITION
1542361799839,1542361892968,EATING
1542361892984,1542361894042,TRANSITION
1542361894045,1542361926631,EATING
1542361926710,1542361927323,TRANSITION
1542361927470,1542361931939,EATING
1542361931961,1542361942033,TRANSITION
1542361942041,1542361965393,TAKING_MEDICINES
1542361965413,1542361966522,TRANSITION
1542361966534,1542362054937,USING_PC
1542362054966,1542362056282,TRANSITION
1542362056299,1542362121515,ANSWERING_PHONE
1542362121534,1542362125546,TRANSITION
1542362125566,1542362137808,LEAVING_HOME
1542362137809,1542362145918,TRANSITION
