sensor_id,sensor_status,ts,subject_id
P3,"OFF",1543312333000,"206"
R7,"ON",1543312345509,"206"
R7,"OFF",1543312358029,"206"
R7,"ON",1543312375409,"206"
R7,"OFF",1543312379769,"206"
R1,"ON",1543312380883,"206"
R1,"OFF",1543312387982,"206"
R1,"ON",1543312405836,"209"
R1,"OFF",1543312411577,"209"
P1,"ON",1543312428326,"206"
R2,"ON",1543312432527,"209"
P1,"OFF",1543312435375,"206"
R2,"OFF",1543312436887,"209"
R7,"ON",1543312458088,"209"
R7,"OFF",1543312462903,"206"
R2,"ON",1543312475036,"209"
R2,"OFF",1543312482082,"209"
P1,"ON",1543312492318,"206"
P4,"ON",1543312500000,"209"
P1,"OFF",1543312588231,"206"
P4,"OFF",1543312593000,"209"
P2,"ON",1543312599079,"206"
R7,"ON",1543312636586,"209"
R7,"OFF",1543312641369,"209"
P2,"OFF",1543312688040,"206"
P3,"ON",1543312697000,"206"
P3,"OFF",1543312741000,"206"
E2,"ON",1543312743525,"209"
P7,"ON",1543312745000,"209"
P3,"ON",1543312746000,"206"
P3,"OFF",1543312875000,"206"
E2,"OFF",1543312875525,"209"
P7,"OFF",1543312876000,"209"
