sensor_id,sensor_status,ts,subject_id
R7,"ON",1542383619765,"205"
R7,"OFF",1542383624285,"205"
R7,"ON",1542383635099,"205"
R7,"OFF",1542383638347,"205"
R1,"ON",1542383639000,"205"
R1,"OFF",1542383645000,"205"
R2,"ON",1542383661545,"205"
R2,"OFF",1542383663919,"205"
R7,"ON",1542383682136,"205"
R7,"OFF",1542383685875,"205"
P1,"ON",1542383693511,"205"
P1,"OFF",1542383763604,"205"
R7,"ON",1542383769988,"205"
R7,"OFF",1542383773225,"205"
P1,"ON",1542383865395,"205"
P1,"OFF",1542383918758,"205"
P2,"ON",1542383948983,"205"
P2,"OFF",1542384076820,"205"
R6,"ON",1542384080330,"205"
R6,"OFF",1542384086109,"205"
P2,"ON",1542384093546,"205"
P2,"OFF",1542384106114,"205"
R6,"ON",1542384109349,"205"
R6,"OFF",1542384112122,"205"
