value,ts
993.5584,1543311845221
993.3714,1543311845257
992.916,1543311845287
993.3533,1543311845324
993.6103,1543311845356
993.28955,1543311845391
993.48517,1543311845426
993.3594,1543311845462
993.31836,1543311845494
993.572,1543311845529
993.7179,1543311845567
993.7104,1543311845598
993.59375,1543311845638
993.6239,1543311845673
993.63214,1543311845716
993.7043,1543311845737
993.5031,1543311845770
993.4451,1543311845804
993.524,1543311845842
993.7197,1543311845873
993.762,1543311845909
993.7455,1543311845942
993.7455,1543311845978
993.4875,1543311846011
993.5728,1543311846045
993.703,1543311846080
993.7373,1543311846118
993.1135,1543311846149
993.4241,1543311846184
993.34906,1543311846220
993.6594,1543311846252
993.98834,1543311846301
994.0383,1543311846326
994.1265,1543311846355
993.9452,1543311846392
994.05145,1543311846424
994.1023,1543311846459
994.1006,1543311846493
994.0513,1543311846531
994.0388,1543311846562
994.0146,1543311846600
993.9248,1543311846631
993.8443,1543311846666
993.8693,1543311846701
993.46204,1543311846743
993.7489,1543311846774
993.9312,1543311846803
993.94385,1543311846838
993.98566,1543311846875
994.0299,1543311846908
994.0473,1543311846944
993.8883,1543311846984
993.8412,1543311847014
993.953,1543311847046
993.82434,1543311847080
993.6283,1543311847113
993.4846,1543311847149
993.5968,1543311847187
993.72076,1543311847218
993.8838,1543311847301
994.10156,1543311847301
993.95483,1543311847320
994.2063,1543311847355
994.29956,1543311847392
994.10004,1543311847423
993.9874,1543311847462
994.0643,1543311847493
994.1044,1543311847530
993.8103,1543311847563
993.8349,1543311847600
993.88104,1543311847635
993.7903,1543311847668
993.49634,1543311847712
993.5273,1543311847734
993.7366,1543311847770
993.47644,1543311847806
993.4653,1543311847839
993.54865,1543311847872
993.45825,1543311847912
993.45496,1543311847939
993.39655,1543311847997
993.437,1543311848009
993.3977,1543311848044
993.41895,1543311848079
993.19385,1543311848123
993.3101,1543311848147
993.40027,1543311848184
993.40875,1543311848218
992.94104,1543311848251
993.1987,1543311848285
993.4875,1543311848320
993.5224,1543311848354
993.5224,1543311848390
993.4864,1543311848424
993.54224,1543311848463
993.31323,1543311848492
993.40515,1543311848528
993.5224,1543311848561
993.485,1543311848598
993.4516,1543311848630
993.2398,1543311848665
993.2853,1543311848698
993.4555,1543311848737
993.55597,1543311848767
993.5568,1543311848806
993.2656,1543311848838
993.1321,1543311848874
993.4129,1543311848906
992.3495,1543311848953
992.8757,1543311848974
993.5901,1543311849009
993.576,1543311849044
993.6034,1543311849077
993.6405,1543311849113
993.28033,1543311849147
993.18726,1543311849182
993.2206,1543311849215
993.3142,1543311849248
993.4893,1543311849285
993.56665,1543311849320
993.3856,1543311849353
993.2993,1543311849390
993.33496,1543311849426
993.33374,1543311849461
993.3427,1543311849493
993.36035,1543311849527
993.33826,1543311849565
993.30865,1543311849596
993.2819,1543311849630
993.3091,1543311849663
993.35254,1543311849840
993.33826,1543311849840
993.3077,1543311849840
993.3161,1543311849840
993.32556,1543311849840
993.3526,1543311849870
993.38367,1543311849906
993.3478,1543311849943
993.32556,1543311849976
993.37067,1543311850010
993.3731,1543311850061
993.0582,1543311850078
993.00903,1543311850120
993.1063,1543311850150
993.319,1543311850183
992.9762,1543311850214
993.2013,1543311850252
993.0796,1543311850283
993.2351,1543311850318
993.3912,1543311850352
993.1388,1543311850386
993.29407,1543311850423
993.45276,1543311850456
993.4699,1543311850491
993.4699,1543311850524
993.1882,1543311850562
993.348,1543311850594
993.452,1543311850628
993.46045,1543311850674
993.4352,1543311850697
993.1107,1543311850786
993.24207,1543311850786
993.4184,1543311850803
993.51526,1543311850850
993.5155,1543311850872
993.4616,1543311850904
993.44366,1543311850938
993.44366,1543311850973
993.44366,1543311851012
993.4963,1543311851042
993.50433,1543311851075
993.4781,1543311851111
992.991,1543311851144
992.7744,1543311851179
993.3287,1543311851213
993.51196,1543311851248
993.51416,1543311851284
993.5056,1543311851323
993.53094,1543311851353
993.5306,1543311851387
993.54047,1543311851422
993.161,1543311851458
993.3274,1543311851489
993.5582,1543311851524
993.4042,1543311851560
992.6043,1543311851593
993.1687,1543311851628
993.29846,1543311851662
993.58044,1543311851696
993.88354,1543311851736
993.30896,1543311851766
993.5292,1543311851799
994.0418,1543311851849
993.9802,1543311851871
994.2815,1543311851903
994.4916,1543311851941
994.58014,1543311851973
994.5981,1543311852006
994.2335,1543311852041
994.23724,1543311852081
994.30615,1543311852111
994.2439,1543311852144
