ts_start,ts_end,act
1543311845195,1543311852019,TRANSITION
1543311852041,1543311907340,COOKING
1543311907369,1543311921023,TRANSITION
1543311921040,1543311977702,SETTING_UP_TABLE
1543311977740,1543311979365,TRANSITION
1543311979389,1543312041543,EATING
1543312041562,1543312042481,TRANSITION
1543312042504,1543312079260,CLEARING_TABLE
1543312079269,1543312080005,TRANSITION
1543312080025,1543312128054,WASHING_DISHES
1543312128073,1543312137913,TRANSITION
1543312138008,1543312246749,USING_PC
1543312246767,1543312250265,TRANSITION
1543312250291,1543312299477,ANSWERING_PHONE
1543312299478,1543312304540,TRANSITION
