ts_start,ts_end,location
1543311845195,1543311848220,OUT
1543311848250,1543311850803,HALL
1543311850841,1543311922553,KITCHEN
1543311922568,1543311927978,DINING_ROOM
1543311928013,1543311959440,KITCHEN
1543311959468,1543311969934,DINING_ROOM
1543311969936,1543311976397,KITCHEN
1543311976421,1543312064279,DINING_ROOM
1543312064292,1543312130812,KITCHEN
1543312130828,1543312131603,HALL
1543312131628,1543312132586,MEDICINE_AREA
1543312132615,1543312134571,LIVING_ROOM
1543312134594,1543312265459,OFFICE
1543312265494,1543312304540,LIVING_ROOM
