ts_start,ts_end,location
1542794685760,1542794694862,OUT
1542794694879,1542794697663,HALL
1542794697682,1542794896063,KITCHEN
1542794896078,1542794988929,DINING_ROOM
1542794988934,1542794991748,KITCHEN
1542794991792,1542794992789,HALL
1542794992817,1542795001962,MEDICINE_AREA
1542795001984,1542795003813,LIVING_ROOM
1542795003846,1542795116395,OFFICE
1542795116429,1542795119489,LIVING_ROOM
1542795119498,1542795132704,OFFICE
1542795132725,1542795144956,LIVING_ROOM
1542795144971,1542795151282,MEDICINE_AREA
1542795151381,1542795157930,HALL
1542795157944,1542795165530,MEDICINE_AREA
1542795165539,1542795168590,HALL
1542795168637,1542795178794,KITCHEN
1542795178796,1542795181941,HALL
1542795181955,1542795191891,MEDICINE_AREA
1542795191896,1542795194086,HALL
1542795194103,1542795198603,KITCHEN
1542795198618,1542795200320,HALL
1542795200330,1542795207850,MEDICINE_AREA
1542795207865,1542795236482,HALL
1542795236486,1542795246559,OUT
