ts_start,ts_end,act
1542794685760,1542794699330,TRANSITION
1542794699358,1542794867069,COOKING
1542794867080,1542794933999,TRANSITION
1542794934014,1542794963820,EATING
1542794963839,1542794964139,TRANSITION
1542794964147,1542794977220,EATING
1542794977242,1542794994247,TRANSITION
1542794994258,1542795015527,TAKING_MEDICINES
1542795015565,1542795020538,TRANSITION
1542795020564,1542795105125,USING_PC
1542795105192,1542795109465,TRANSITION
1542795109471,1542795206479,ANSWERING_PHONE
1542795206497,1542795216834,TRANSITION
1542795216849,1542795243653,LEAVING_HOME
1542795243662,1542795246559,TRANSITION
