ts_start,ts_end,act
1544007975451,1544008002471,TRANSITION
1544008002500,1544008017240,ENTERING_HOME
1544008017257,1544008025215,TRANSITION
1544008025230,1544008114046,WATCHING_TV
1544008114156,1544008119956,TRANSITION
1544008119965,1544008311206,COOKING
1544008330115,1544008451343,TRANSITION
1544008451357,1544008462185,EATING
1544008462195,1544008471365,TRANSITION
1544008471366,1544008473735,EATING
1544008473747,1544008476063,TRANSITION
1544008476118,1544008543000,EATING
1544008543013,1544008560518,TRANSITION
1544008560534,1544008572757,TAKING_MEDICINES
1544008572917,1544008585635,TRANSITION
1544008585642,1544009212785,USING_PC
1544009212795,1544009213486,TRANSITION
1544009213491,1544009404184,ANSWERING_PHONE
1544009404195,1544009410452,TRANSITION
1544009410460,1544009424168,LEAVING_HOME
1544009424237,1544009424356,TRANSITION
