ts_start,ts_end,act
1544017726717,1544017727457,TRANSITION
1544017727481,1544017738254,ENTERING_HOME
1544017738255,1544017745742,TRANSITION
1544017745773,1544017998224,WATCHING_TV
1544017998248,1544018001602,TRANSITION
1544017994920,1544017998224,WATCHING_TV
1544017998260,1544018001620,TRANSITION
1544017994910,1544017998223,WATCHING_TV
1544017998248,1544018001620,TRANSITION
1544017994909,1544017998218,WATCHING_TV
1544017998248,1544018001622,TRANSITION
1544017994909,1544017998220,WATCHING_TV
1544017998248,1544018032455,TRANSITION
1544018032475,1544018033542,EATING
1544018027253,1544018032438,TRANSITION
1544018032475,1544018033549,EATING
1544018027253,1544018032455,TRANSITION
1544018032487,1544018033551,EATING
1544018027253,1544018032454,TRANSITION
1544018032491,1544018033552,EATING
1544018027253,1544018032454,TRANSITION
1544018032491,1544018114817,EATING
1544018114847,1544018117540,TRANSITION
