sensor_id,sensor_status,ts,subject_id
R5,"ON",1542374176272,"204"
R5,"OFF",1542374181021,"204"
R7,"ON",1542374182993,"204"
R7,"OFF",1542374187407,"204"
E1,"ON",1542374200472,"204"
R7,"ON",1542374212018,"204"
R7,"OFF",1542374216982,"204"
E1,"OFF",1542374237473,"204"
R2,"ON",1542374263528,"204"
R2,"OFF",1542374267273,"204"
R1,"ON",1542374288021,"204"
R1,"OFF",1542374297263,"204"
P1,"ON",1542374333349,"204"
P1,"OFF",1542374386648,"204"
R1,"ON",1542374401145,"204"
R1,"OFF",1542374406360,"204"
P2,"ON",1542374486150,"204"
P2,"OFF",1542374597810,"204"
P2,"ON",1542374645914,"204"
P2,"OFF",1542374658668,"204"
