ts_start,ts_end,location
1543847874732,1543847878579,MEDICINE_AREA
1543847878591,1543847992980,LIVING_ROOM
1543847993002,1543847994840,MEDICINE_AREA
1543847994858,1543847996287,HALL
1543847996303,1543848084104,KITCHEN
1543848084121,1543848088544,DINING_ROOM
1543848088563,1543848096572,KITCHEN
1543848096588,1543848100958,DINING_ROOM
1543848100972,1543848102916,KITCHEN
1543848102946,1543848109507,HALL
1543848109517,1543848128129,MEDICINE_AREA
1543848128156,1543848129529,HALL
1543848129603,1543848137537,KITCHEN
1543848137650,1543848141012,HALL
1543848141015,1543848144755,MEDICINE_AREA
1543848144764,1543848147788,HALL
1543848147802,1543848246497,MEDICINE_AREA
