ts_start,ts_end,act
1542886375669,1542886377717,TRANSITION
1542886377747,1542886399730,LEAVING_HOME
1542886399747,1542886433732,TRANSITION
1542886433750,1542886446741,ENTERING_HOME
1542886446749,1542886499817,TRANSITION
1542886499907,1542886529860,EATING
1542886529867,1542886531340,TRANSITION
1542886531357,1542886539218,EATING
1542886539239,1542886540692,TRANSITION
1542886540840,1542886604002,EATING
1542886604006,1542886606319,TRANSITION
1542886606332,1542886611015,EATING
1542886611036,1542886614745,TRANSITION
1542886614759,1542886625691,EATING
1542886626012,1542886641661,TRANSITION
1542886641685,1542886720663,WATCHING_TV
1542886720801,1542886723310,TRANSITION
1542886723315,1542886743738,TAKING_MEDICINES
1542886743754,1542886752803,TRANSITION
1542886752808,1542886820014,MAKING_PHONE_CALL
1542886820016,1542886824636,TRANSITION
1542886824643,1542886958215,WATCHING_TV
1542886958250,1542886968880,TRANSITION
