sensor_id,sensor_status,ts,subject_id
R5,"ON",1542644610113,"209"
R5,"OFF",1542644614210,"209"
R7,"ON",1542644617877,"209"
R7,"OFF",1542644624492,"209"
E1,"ON",1542644642161,"209"
E1,"OFF",1542644679162,"209"
P1,"ON",1542644696564,"209"
P1,"OFF",1542644701723,"209"
R1,"ON",1542644705826,"209"
R1,"OFF",1542644711558,"209"
R2,"ON",1542644713580,"209"
R2,"OFF",1542644717934,"209"
P1,"ON",1542644724905,"209"
P1,"OFF",1542644769395,"209"
R1,"ON",1542644795867,"209"
R1,"OFF",1542644802022,"209"
R7,"ON",1542644805122,"209"
R7,"OFF",1542644809974,"209"
R5,"ON",1542644868956,"209"
R5,"OFF",1542644880554,"209"
P3,"ON",1542644910147,"209"
E2,"ON",1542644913031,"209"
E2,"OFF",1542645141031,"209"
P3,"OFF",1542645144446,"209"
R6,"ON",1542645144790,"209"
R6,"OFF",1542645153686,"209"
R7,"ON",1542645160379,"209"
R7,"OFF",1542645166091,"209"
R7,"ON",1542645205899,"209"
R7,"OFF",1542645210643,"209"
R6,"ON",1542645217384,"209"
R6,"OFF",1542645221084,"209"
