ts_start,ts_end,act
1543334491900,1543334502536,TRANSITION
1543334502555,1543334512103,LEAVING_HOME
1543334512139,1543334537884,TRANSITION
1543334537907,1543334550487,ENTERING_HOME
1543334550488,1543334598308,TRANSITION
1543334598335,1543334618201,EATING
1543334618218,1543334621832,TRANSITION
1543334621834,1543334626240,EATING
1543334626253,1543334628713,TRANSITION
1543334628728,1543334656503,EATING
1543334656515,1543334663946,TRANSITION
1543334663963,1543334670707,EATING
1543334670756,1543334678811,TRANSITION
1543334678816,1543334680942,EATING
1543334681002,1543334710971,TRANSITION
1543334711124,1543334789965,WATCHING_TV
1543334789967,1543334792000,TRANSITION
1543334792032,1543334810178,TAKING_MEDICINES
1543334810231,1543334832442,TRANSITION
1543334832493,1543334894607,MAKING_PHONE_CALL
1543334894636,1543334898185,TRANSITION
1543334898190,1543335048782,WATCHING_TV
1543335048798,1543335059347,TRANSITION
