ts_start,ts_end,act
1542203870549,1542203894855,TRANSITION
1542203894938,1542203951393,PREPARING_COLD_MEAL
1542203951405,1542203953922,TRANSITION
1542203953942,1542204013631,SETTING_UP_TABLE
1542204013808,1542204032243,TRANSITION
1542204032254,1542204076040,TAKING_MEDICINES
1542204076050,1542204079807,TRANSITION
1542204079924,1542204166870,EATING
1542204166997,1542204169311,TRANSITION
1542204169317,1542204228389,MAKING_PHONE_CALL
1542204228397,1542204239224,TRANSITION
1542204239241,1542204319961,CLEARING_TABLE
1542204320098,1542204338005,TRANSITION
1542204338028,1542204456457,USING_PC
1542204456478,1542204466209,TRANSITION
