ts_start,ts_end,location
1543317219979,1543317226984,OUT
1543317226995,1543317244522,HALL
1543317244556,1543317247415,KITCHEN
1543317247424,1543317382113,DINING_ROOM
1543317382114,1543317386298,KITCHEN
1543317386302,1543317388127,HALL
1543317388189,1543317389733,MEDICINE_AREA
1543317389742,1543317392017,LIVING_ROOM
1543317392035,1543317510267,OFFICE
1543317510286,1543317514749,LIVING_ROOM
1543317770029,1543317777939,MEDICINE_AREA
1543317777955,1543317779481,HALL
1543317779498,1543317800023,KITCHEN
1543317800028,1543317802087,HALL
1543317802105,1543317805608,MEDICINE_AREA
1543317805622,1543317819932,LIVING_ROOM
1543317819948,1543317827266,MEDICINE_AREA
1543317827284,1543317911071,LIVING_ROOM
1543317911085,1543317915467,MEDICINE_AREA
1543317915529,1543317917270,HALL
