ts_start,ts_end,act
1543317219979,1543317222178,TRANSITION
1543317222186,1543317250011,ENTERING_HOME
1543317250021,1543317379040,EATING
1543317379041,1543317384100,TRANSITION
1543317384106,1543317433407,ANSWERING_PHONE
1543317433420,1543317437715,TRANSITION
1543317437736,1543317506541,USING_PC
1543317506554,1543317771474,TRANSITION
1543317771498,1543317824586,TAKING_MEDICINES
1543317824597,1543317829514,TRANSITION
1543317829524,1543317906815,WATCHING_TV
1543317906838,1543317917270,TRANSITION
