ts_start,ts_end,act
1543333744484,1543333769144,TRANSITION
1543333769145,1543333785511,TAKING_MEDICINES
1543333785539,1543333808306,TRANSITION
1543333808315,1543333843248,PREPARING_COLD_MEAL
1543333843282,1543333846624,TRANSITION
1543333846631,1543333898414,SETTING_UP_TABLE
1543333898444,1543333938421,TRANSITION
1543333938445,1543333992228,EATING
1543333992262,1543333996064,TRANSITION
1543333996122,1543334051334,CLEARING_TABLE
1543334051353,1543334054177,TRANSITION
1543334054206,1543334173183,WASHING_DISHES
1543334173193,1543334181696,TRANSITION
1543334181731,1543334288880,WATCHING_TV
1543334288916,1543334302358,TRANSITION
