ts_start,ts_end,location
1543333744484,1543333767451,HALL
1543333767463,1543333798256,MEDICINE_AREA
1543333798258,1543333805665,HALL
1543333805694,1543333859752,KITCHEN
1543333859786,1543333867832,DINING_ROOM
1543333867850,1543333874819,KITCHEN
1543333874842,1543333878330,DINING_ROOM
1543333878332,1543333885075,KITCHEN
1543333885123,1543333888959,DINING_ROOM
1543333888969,1543333890646,KITCHEN
1543333890657,1543334018450,DINING_ROOM
1543334018485,1543334024811,KITCHEN
1543334024828,1543334029956,DINING_ROOM
1543334029989,1543334040338,KITCHEN
1543334040361,1543334048562,DINING_ROOM
1543334048575,1543334175923,KITCHEN
1543334175939,1543334177627,HALL
1543334177635,1543334178822,MEDICINE_AREA
1543334178833,1543334296258,LIVING_ROOM
1543334296284,1543334302358,MEDICINE_AREA
