ts_start,ts_end,location
1543334496989,1543334508842,MEDICINE_AREA
1543334508859,1543334509926,HALL
1543334509939,1543334526205,KITCHEN
1543334526271,1543334540572,DINING_ROOM
1543334540589,1543334550935,KITCHEN
1543334550948,1543334556692,DINING_ROOM
1543334556709,1543334563464,KITCHEN
1543334563667,1543334570428,DINING_ROOM
1543334570442,1543334577537,KITCHEN
1543334577548,1543334691824,DINING_ROOM
1543334691848,1543334694925,KITCHEN
1543334694933,1543334696236,HALL
1543334696262,1543334712532,MEDICINE_AREA
1543334712557,1543334714337,HALL
1543334714357,1543334746069,KITCHEN
1543334746089,1543334749120,HALL
1543334749121,1543334750466,MEDICINE_AREA
1543334750484,1543334752856,LIVING_ROOM
1543334752877,1543334852140,OFFICE
1543334852158,1543334957338,LIVING_ROOM
1543334957368,1543334969953,MEDICINE_AREA
1543334969974,1543334978521,HALL
1543334978540,1543334985735,MEDICINE_AREA
1543334985754,1543334987376,HALL
1543334987393,1543334990030,KITCHEN
1543334990119,1543335020624,DINING_ROOM
1543335020647,1543335022839,KITCHEN
1543335022862,1543335036174,HALL
1543335036188,1543335037091,OUT
