ts_start,ts_end,act
1543333343186,1543333365216,TRANSITION
1543333365219,1543333445049,COOKING
1543333445068,1543333455834,TRANSITION
1543333455860,1543333502157,SETTING_UP_TABLE
1543333502162,1543333531347,TRANSITION
1543333531370,1543333534929,EATING
1543333534946,1543333539414,TRANSITION
1543333539421,1543333551698,EATING
1543333551748,1543333556026,TRANSITION
1543333556030,1543333597883,CLEARING_TABLE
1543333597902,1543333601279,TRANSITION
1543333601301,1543333615272,WASHING_DISHES
1543333615292,1543333629848,TRANSITION
1543333629862,1543333683027,USING_PC
1543333683050,1543333687304,TRANSITION
1543333687339,1543333733319,ANSWERING_PHONE
1543333735000,1543333735000,TRANSITION
