ts_start,ts_end,location
1543333343186,1543333359799,OUT
1543333359803,1543333362682,HALL
1543333362696,1543333377517,KITCHEN
1543333377531,1543333384598,DINING_ROOM
1543333384707,1543333450511,KITCHEN
1543333450516,1543333468985,DINING_ROOM
1543333469009,1543333496932,KITCHEN
1543333496954,1543333567584,DINING_ROOM
1543333567602,1543333573906,KITCHEN
1543333573915,1543333580526,DINING_ROOM
1543333580540,1543333590599,KITCHEN
1543333590619,1543333596125,DINING_ROOM
1543333596134,1543333619139,KITCHEN
1543333619197,1543333619975,HALL
1543333619978,1543333621644,MEDICINE_AREA
1543333621650,1543333624038,LIVING_ROOM
1543333624058,1543333692648,OFFICE
1543333692671,1543333696793,LIVING_ROOM
1543333696804,1543333712080,MEDICINE_AREA
1543333712095,1543333727416,LIVING_ROOM
1543333727430,1543333735000,MEDICINE_AREA
