ts_start,ts_end,location
1542985090503,1542985095594,OUT
1542985095804,1542985099740,HALL
1542985099767,1542985203371,KITCHEN
1542985203386,1542985215302,DINING_ROOM
1542985215304,1542985216074,KITCHEN
1542985216095,1542985318113,DINING_ROOM
1542985318307,1542985375972,KITCHEN
1542985376113,1542985377283,HALL
1542985377305,1542985379000,MEDICINE_AREA
1542985379086,1542985592439,LIVING_ROOM
1542985592469,1542985608816,MEDICINE_AREA
1542985609263,1542985610472,HALL
1542985610491,1542985629079,KITCHEN
1542985629097,1542985630177,HALL
1542985630204,1542985632129,MEDICINE_AREA
1542985632155,1542985658526,LIVING_ROOM
