ts_start,ts_end,act
1542985090503,1542985101070,TRANSITION
1542985101212,1542985194286,COOKING
1542985194314,1542985240097,TRANSITION
1542985240104,1542985287840,EATING
1542985287861,1542985297409,TRANSITION
1542985297425,1542985306747,EATING
1542985306776,1542985323039,TRANSITION
1542985323076,1542985375239,WASHING_DISHES
1542985375449,1542985381631,TRANSITION
1542985381651,1542985433124,WATCHING_TV
1542985433152,1542985435402,TRANSITION
1542985435430,1542985503548,MAKING_PHONE_CALL
1542985503566,1542985506578,TRANSITION
1542985506582,1542985588996,WATCHING_TV
1542985589025,1542985594706,TRANSITION
1542985594715,1542985636884,TAKING_MEDICINES
1542985637045,1542985658526,TRANSITION
