ts_start,ts_end,location
1543312947241,1543312962849,HALL
1543312962865,1543313004699,OUT
1543313004711,1543313021324,HALL
1543313021326,1543313023249,KITCHEN
1543313023278,1543313148213,DINING_ROOM
1543313148247,1543313149285,KITCHEN
1543313149312,1543313150203,HALL
1543313150212,1543313152064,MEDICINE_AREA
1543313152074,1543313296815,LIVING_ROOM
1543313296842,1543313307713,MEDICINE_AREA
1543313307716,1543313316694,LIVING_ROOM
1543313316729,1543313383743,MEDICINE_AREA
1543313383762,1543313563148,LIVING_ROOM
1543313563178,1543313567712,MEDICINE_AREA
