ts_start,ts_end,act
1543312947241,1543312947986,TRANSITION
1543312947999,1543312963434,LEAVING_HOME
1543312963456,1543313005296,TRANSITION
1543313005331,1543313019770,ENTERING_HOME
1543313019804,1543313062775,TRANSITION
1543313062803,1543313144965,EATING
1543313144968,1543313159204,TRANSITION
1543313159223,1543313295936,WATCHING_TV
1543313295953,1543313299502,TRANSITION
1543313299533,1543313313810,TAKING_MEDICINES
1543313313850,1543313330377,TRANSITION
1543313330695,1543313381180,MAKING_PHONE_CALL
1543313381193,1543313385933,TRANSITION
1543313385948,1543313559806,WATCHING_TV
1543313559832,1543313567712,TRANSITION
