sensor_id,sensor_status,ts,subject_id
R5,"ON",1543244407859,"207"
E1,"ON",1543244426326,"207"
R5,"OFF",1543244430415,"207"
R1,"ON",1543244436345,"207"
R6,"ON",1543244441000,"208"
R1,"OFF",1543244443067,"207"
R6,"OFF",1543244448000,"208"
R1,"ON",1543244451467,"207"
R1,"OFF",1543244454916,"207"
P3,"ON",1543244458000,"208"
R5,"ON",1543244472095,"207"
R5,"OFF",1543244474952,"207"
P3,"OFF",1543244479000,"208"
R6,"ON",1543244489000,"208"
E1,"OFF",1543244492322,"207"
R6,"OFF",1543244493000,"208"
R7,"ON",1543244509604,"208"
R7,"OFF",1543244516960,"208"
R7,"ON",1543244518042,"207"
R7,"OFF",1543244521908,"207"
R2,"ON",1543244522982,"207"
R1,"ON",1543244538862,"208"
R1,"OFF",1543244546177,"208"
R2,"OFF",1543244574196,"208"
P1,"ON",1543244591562,"208"
R2,"ON",1543244597387,"207"
R2,"OFF",1543244601379,"207"
R7,"ON",1543244660066,"207"
R7,"OFF",1543244666803,"207"
P4,"ON",1543244679000,"207"
P4,"OFF",1543244799000,"207"
P1,"OFF",1543244800661,"208"
R7,"ON",1543244823848,"208"
R7,"OFF",1543244830912,"208"
R7,"ON",1543244859788,"208"
R7,"OFF",1543244862378,"208"
E2,"ON",1543244901578,"208"
P3,"ON",1543244904000,"208"
P7,"ON",1543244922000,"207"
P7,"OFF",1543244993000,"207"
P3,"OFF",1543245011000,"208"
E2,"OFF",1543245018580,"208"
