sensor_id,sensor_status,ts,subject_id
R5,"ON",1543311854231,"206"
R5,"OFF",1543311860223,"206"
E1,"ON",1543311867981,"206"
R7,"ON",1543311870391,"206"
R7,"OFF",1543311874838,"206"
P3,"ON",1543311877000,"209"
E2,"ON",1543311879526,"209"
R7,"ON",1543311883202,"206"
R7,"OFF",1543311887833,"206"
E1,"OFF",1543311904974,"206"
R1,"ON",1543311931350,"206"
R1,"OFF",1543311946082,"206"
R2,"ON",1543311953886,"206"
R2,"OFF",1543311956852,"206"
E2,"OFF",1543311973530,"209"
P3,"OFF",1543311975000,"209"
P1,"ON",1543311979013,"206"
R1,"ON",1543311983452,"209"
R1,"OFF",1543311991375,"209"
R7,"ON",1543311996326,"209"
R7,"OFF",1543312003525,"209"
R2,"ON",1543312009889,"209"
R2,"OFF",1543312015512,"209"
P1,"OFF",1543312043321,"206"
R1,"ON",1543312069225,"206"
R1,"OFF",1543312075363,"206"
P2,"ON",1543312137400,"206"
P2,"OFF",1543312255439,"206"
P3,"ON",1543312282000,"206"
