ts_start,ts_end,act
1543243787674,1543243789646,TRANSITION
1543243789668,1543243803134,ENTERING_HOME
1543243803145,1543243808915,TRANSITION
1543243809020,1543244064452,WATCHING_TV
1543244064481,1543244070862,TRANSITION
1543244071190,1543244158646,PREPARING_COLD_MEAL
1543244158666,1543244158855,TRANSITION
1543244158882,1543244163674,PREPARING_COLD_MEAL
1543244163677,1543244241887,MAKING_PHONE_CALL
1543244242019,1543244257012,TRANSITION
1543244257031,1543244331712,ANSWERING_PHONE
1543244331897,1543244333093,TRANSITION
1543244333103,1543244359051,LEAVING_HOME
1543244359066,1543244364584,TRANSITION
