sensor_id,sensor_status,ts,subject_id
R2,"ON",1542289141108,"201"
R2,"OFF",1542289143811,"201"
R1,"ON",1542289151401,"201"
R1,"OFF",1542289155650,"201"
R5,"ON",1542289170450,"201"
R5,"OFF",1542289174983,"201"
R7,"ON",1542289179092,"201"
R7,"OFF",1542289183857,"201"
E1,"ON",1542289194011,"201"
R7,"ON",1542289197101,"201"
R7,"OFF",1542289201255,"201"
E1,"OFF",1542289243034,"201"
P1,"ON",1542289261843,"201"
P1,"OFF",1542289353365,"201"
R1,"ON",1542289361133,"201"
R1,"OFF",1542289367577,"201"
E2,"ON",1542289479502,"201"
P3,"ON",1542289482947,"201"
E2,"OFF",1542289491346,"201"
E2,"ON",1542289566543,"201"
P3,"OFF",1542289567589,"201"
P3,"ON",1542289584044,"201"
E2,"OFF",1542289602349,"201"
P3,"OFF",1542289616296,"201"
E2,"ON",1542289654396,"201"
P3,"ON",1542289660073,"201"
E2,"OFF",1542289665349,"201"
P3,"OFF",1542289725808,"201"
E2,"ON",1542289726622,"201"
R6,"ON",1542289743830,"201"
R6,"OFF",1542289751151,"201"
E2,"OFF",1542289752582,"201"
R7,"ON",1542289757873,"201"
R7,"OFF",1542289762459,"201"
P1,"ON",1542289773088,"201"
P1,"OFF",1542289844720,"201"
R6,"ON",1542289855259,"201"
R6,"OFF",1542289861877,"201"
