x,y,z,ts
0.0368042,-0.028549194,0.14277649,1542985789256
0.03286743,-0.026123047,0.14283752,1542985789302
0.036071777,-0.029022217,0.14448547,1542985789327
0.03807068,-0.025939941,0.14190674,1542985789376
0.032287598,-0.02003479,0.13754272,1542985789392
0.023620605,-0.019134521,0.13421631,1542985789445
0.028335571,-0.024627686,0.13291931,1542985789473
0.02017212,-0.021728516,0.13206482,1542985789514
0.00035095215,-0.016784668,0.12150574,1542985789539
-0.0037841797,-0.014892578,0.10694885,1542985789585
-0.00048828125,-0.013931274,0.10134888,1542985789608
-0.002166748,-0.01423645,0.09786987,1542985789658
-0.011444092,-0.014297485,0.07546997,1542985789689
-0.015655518,-0.011779785,0.05809021,1542985789704
-0.0068359375,-0.008865356,0.047042847,1542985789749
0.0046081543,-0.0014953613,0.036956787,1542985789779
0.004135132,0.002746582,0.027954102,1542985789822
0.0017547607,0.0074310303,0.016464233,1542985789846
-0.009780884,0.007751465,-0.0043182373,1542985789911
0.0011138916,0.009338379,-0.020950317,1542985789916
0.021835327,0.008117676,-0.02029419,1542985789942
0.0113220215,0.008224487,-0.017929077,1542985789985
-0.0033721924,0.009857178,-0.013717651,1542985790018
-0.00019836426,0.009460449,-0.005279541,1542985790059
-0.0034942627,0.007293701,0.00033569336,1542985790083
0.0014648438,0.0040893555,0.005493164,1542985790133
-0.0025634766,0.0027008057,0.0079956055,1542985790152
-0.0040893555,0.0013122559,0.008621216,1542985790219
0.00050354004,0.00038146973,0.005630493,1542985790235
0.0012512207,-0.000289917,0.0030975342,1542985790268
0.0043029785,0.0009765625,-0.0012512207,1542985790295
0.002746582,0.00050354004,-0.0050964355,1542985790327
0.0010223389,0.00062561035,-0.0065460205,1542985790355
0.00030517578,0.0007019043,-0.004989624,1542985790415
0.0008239746,-0.00039672852,-0.00077819824,1542985790449
0.0017089844,0.002029419,0.0040893555,1542985790475
-0.005203247,0.0013885498,0.008895874,1542985790505
-0.0087890625,-0.00012207031,0.013320923,1542985790532
-0.0046539307,-0.0005950928,0.015075684,1542985790565
-0.005264282,0.0010375977,0.015289307,1542985790623
-0.0020599365,0.0025939941,0.010925293,1542985790658
0.009811401,0.00289917,0.008255005,1542985790683
0.017196655,0.004638672,0.0019378662,1542985790710
-0.025665283,0.0016937256,-0.007858276,1542985790746
-0.036361694,7.6293945e-05,-0.024917603,1542985790771
-0.0009765625,-0.0016784668,-0.019546509,1542985790831
-0.013549805,0.0056915283,-0.021057129,1542985790860
-0.020965576,0.009841919,-0.013916016,1542985790888
-0.00289917,0.009460449,0.0015411377,1542985790917
0.011047363,0.015197754,0.007843018,1542985790946
0.021972656,0.01727295,0.0019226074,1542985790979
0.014923096,0.01600647,-0.012481689,1542985791037
0.026260376,0.01890564,-0.022079468,1542985791066
0.031173706,0.018966675,-0.023803711,1542985791099
0.013259888,0.017669678,-0.02671814,1542985791124
0.008453369,0.016647339,-0.031341553,1542985791173
0.0037994385,0.012481689,-0.037475586,1542985791185
0.004348755,0.012512207,-0.03314209,1542985791216
0.0002746582,0.013061523,-0.032974243,1542985791264
-9.1552734e-05,0.009399414,-0.035110474,1542985791272
-0.0027160645,0.0087890625,-0.03643799,1542985791303
-0.014343262,0.010299683,-0.032424927,1542985791362
-0.009628296,0.007843018,-0.031021118,1542985791394
-0.008270264,0.0068511963,-0.029571533,1542985791421
-0.0054779053,0.006668091,-0.026550293,1542985791450
-0.005142212,0.005264282,-0.02305603,1542985791480
-0.010253906,0.0029907227,-0.018295288,1542985791510
-0.011016846,0.002609253,-0.012298584,1542985791570
-0.007156372,0.00074768066,-0.003479004,1542985791599
-0.007507324,-4.5776367e-05,-0.0010528564,1542985791632
-0.006729126,-0.00088500977,0.0007019043,1542985791657
0.0001373291,-0.00061035156,0.0055236816,1542985791690
-0.0028839111,0.0008392334,0.010375977,1542985791717
-0.007904053,0.00077819824,0.009780884,1542985791750
-0.00061035156,0.0004272461,0.008956909,1542985791806
-0.001663208,0.001663208,0.002090454,1542985791835
-0.0058898926,0.0028381348,-0.0024414062,1542985791866
-0.0009613037,0.0030212402,-0.002243042,1542985791895
0.00289917,0.0019989014,-0.001739502,1542985791924
0.00016784668,0.0028076172,-0.0027313232,1542985791983
-0.005065918,0.002380371,-0.00030517578,1542985792017
