ts_start,ts_end,act
1542985789256,1542985802609,TRANSITION
1542985802628,1542985899693,COOKING
1542985899701,1542985906352,TRANSITION
1542985906357,1542985953638,MAKING_PHONE_CALL
1542985953657,1542985960798,TRANSITION
1542985960821,1542986010837,SETTING_UP_TABLE
1542986010851,1542986014406,TRANSITION
1542986014425,1542986055062,SETTING_UP_TABLE
1542986055078,1542986082902,TRANSITION
1542986082931,1542986085823,EATING
1542986085846,1542986098020,TRANSITION
1542986098041,1542986135061,EATING
1542986135081,1542986135630,TRANSITION
1542986135645,1542986136657,EATING
1542986136675,1542986140744,TRANSITION
1542986140762,1542986148161,EATING
1542986148181,1542986162956,TRANSITION
1542986162962,1542986201659,EATING
1542986201678,1542986202211,TRANSITION
1542986202230,1542986204417,EATING
1542986204419,1542986209922,TRANSITION
1542986209931,1542986295513,CLEARING_TABLE
1542986295527,1542986337783,TRANSITION
1542986337791,1542986347509,LEAVING_HOME
